enhancer	FC	p	diff_fdr
chr8:128239593-128240207	1.622075651	0.151958356	0.27548717
chr8:90740659-90741027	2.441308022	0.151996413	0.27548717
chr21:44816664-44817004	0.622396023	0.152099466	0.27558215
chr16:33959236-33959284	1.392726977	0.152287931	0.275742856
chr1:247522246-247522745	0.787356965	0.152289521	0.275742856
chr7:129418602-129418801	8.672497263	0.152371964	0.275800351
chr12:4448343-4448720	0.824173394	0.152560212	0.276028932
chr1:1265677-1265980	1.384010256	0.152599711	0.276028932
chr1:14765058-14765382	6.625874163	0.152881488	0.276446719
chr3:193988501-193988592	1.830803472	0.152940228	0.276461056
chr20:46618615-46619022	2.251118686	0.153004542	0.276485458
chr20:25720350-25720533	1.770007912	0.153167641	0.276662919
chr8:144629463-144629732	1.725764397	0.153204443	0.276662919
chr12:52540964-52541526	1.938403359	0.153577111	0.277243882
chr6:12233796-12234233	2.181715786	0.153989401	0.277895964
chr14:32477016-32477383	1.880824961	0.154105769	0.278013757
chr6:110189562-110189879	1.385840954	0.154355354	0.278371721
chr20:56705842-56706001	1.640365488	0.154508535	0.278555646
chr3:176916249-176916425	1.814220679	0.154883698	0.279139516
chr6:151973040-151973410	18.59776047	0.154938898	0.279146538
chr7:121951485-121951902	1.912571484	0.15502953	0.279173977
chr4:158815027-158815407	20.57813716	0.155056747	0.279173977
chr10:3598970-3599136	233.868814	0.155286156	0.279494533
chr16:67581625-67581971	3.157932013	0.155427513	0.279656449
chr16:74356396-74356719	0.80665842	0.155632356	0.279932446
chr21:16222795-16222981	1.944168444	0.155852582	0.280235921
chr4:190489859-190490580	3.222568403	0.155905685	0.280238795
chr21:44753292-44753457	1.323972177	0.156073802	0.280429145
chr1:26120852-26121165	0.657884679	0.156152424	0.280429145
chr15:96807705-96807805	2.107314475	0.156166203	0.280429145
chr16:82168947-82168959	0.745357118	0.156484094	0.280907277
chr10:42817169-42817557	1.932415425	0.156607161	0.281035476
chr5:44091721-44091926	0.464024611	0.156853181	0.281306747
chr20:21155323-21155529	2.19245876	0.156861729	0.281306747
chr9:100565577-100566264	0.518758084	0.157111848	0.281583013
chr8:128865187-128865467	11.44128748	0.157119285	0.281583013
chr1:9222919-9223181	3.70066082	0.157723098	0.2825446
chr12:47044408-47044812	2.095736613	0.157825747	0.2825446
chr14:95068378-95068532	2.091014452	0.157850671	0.2825446
chr21:26932540-26932977	1.275319311	0.157863551	0.2825446
chr1:231038131-231038454	0.756106001	0.158010302	0.282651635
chr1:26329897-26330083	1.87221671	0.158038374	0.282651635
chrX:73352212-73352497	5.193197675	0.158079199	0.282651635
chr5:56021671-56022071	2.022273074	0.158473246	0.283263118
chr5:44663713-44663769	10.36575414	0.158633917	0.283457189
chr8:89352633-89352940	2.781146423	0.158779766	0.283624657
chr4:2765898-2766146	0.303942282	0.158855015	0.283665945
chr8:116112760-116113320	5.159080932	0.158996306	0.283740882
chr11:119612950-119613345	1.505031209	0.159001277	0.283740882
chr10:133879247-133879524	1.344007202	0.159152324	0.283763509
chr16:29189422-29189633	1.935234474	0.159173602	0.283763509
chr20:5636847-5637075	0.367012733	0.159188826	0.283763509
chr20:42847207-42847559	0.801831564	0.159287952	0.283763509
chr5:169644778-169644978	0.669808895	0.159397425	0.283763509
chr7:17273276-17274796	2.636187534	0.159405332	0.283763509
chr20:48921857-48922230	3.232255811	0.159428913	0.283763509
chr4:155148499-155148707	0.567479018	0.159474584	0.283763509
chr3:154995929-154996300	0.667669282	0.159522297	0.283763509
chr7:130636331-130636776	1.893068149	0.159571197	0.283763509
chr11:102216514-102216961	0.776976716	0.159587638	0.283763509
chrX:13026247-13026553	2.71182942	0.160052504	0.284471409
chr11:1876283-1876611	3.87165824	0.160090324	0.284471409
chr21:44597156-44597534	0.581375928	0.160214277	0.284579284
chr16:14396583-14397514	4.575181092	0.160296205	0.284579284
chr9:2241944-2242239	0.701521779	0.160307941	0.284579284
chrX:73338057-73338325	2.211960801	0.160600732	0.28500606
chr10:32049659-32049685	1.545419896	0.160985016	0.285594873
chr11:6224718-6224948	0.867355645	0.161134355	0.285766631
chr22:30178140-30178286	0.72686078	0.161298798	0.285965058
chr11:47789923-47790126	1.448868757	0.161422744	0.286068611
chr10:29228333-29228416	Inf	0.16146236	0.286068611
chr6:2862869-2863678	0.725377566	0.161576812	0.286178201
chr11:1053255-1053594	0.656131103	0.161724197	0.286346033
chr9:110266981-110267369	2.221559022	0.161814966	0.286413543
chr20:57735475-57736078	1.527709583	0.162466718	0.28741121
chr4:30719661-30720023	2.438959642	0.162484264	0.28741121
chr10:32047879-32048374	1.133359523	0.162857594	0.287977955
chr8:128218099-128218752	3.369910091	0.163183061	0.288459725
chr8:101428409-101428827	2.048835453	0.163529497	0.288887448
chr20:48902426-48902799	0.672543988	0.163531215	0.288887448
chr8:128219153-128219489	3.387003048	0.163658432	0.289018348
chr4:185249670-185249928	0.617363391	0.163788247	0.289153749
chrX:2243545-2243844	1.593832841	0.164155297	0.289707742
chr9:136996268-136996567	2.748748805	0.164555035	0.290319049
chr3:139271371-139271598	2.328057987	0.164644099	0.290382023
chr21:44465598-44466060	1.885962902	0.164822114	0.290601789
chr16:85418434-85418651	3.563613973	0.164943328	0.290721298
chr8:101821654-101822280	3.220735007	0.165429233	0.291483309
chr14:21439863-21440073	0.58197663	0.165976473	0.292352862
chr7:35767397-35767554	0.618894324	0.166034536	0.292360488
chr8:41436789-41436966	12.1799138	0.16626783	0.292676565
chr7:130641725-130642119	2.079485445	0.166401306	0.292816786
chr5:179894931-179895217	4.859947671	0.167106676	0.293962956
chr16:31363199-31364642	0.719328066	0.167618103	0.294767323
chr1:227730002-227730151	1.88410429	0.16814125	0.295591775
chr8:128680816-128681380	0.672289385	0.168212343	0.295621239
chr11:9294937-9295497	4.865380589	0.168399056	0.295853814
chr8:128883085-128883449	4.90629071	0.168513911	0.295960036
chr16:85569070-85569366	9.765589408	0.169098894	0.296891604
chr11:121314934-121315243	1.486415541	0.169235026	0.297034766
chr1:234881537-234881788	0.498632744	0.169398811	0.297226356
chr11:10323282-10323617	1.269073672	0.169578479	0.297445682
chr7:26460550-26460642	2.376318991	0.169646528	0.297469145
chr4:139833159-139833355	7.303945372	0.169764704	0.297580462
chr4:160521424-160521676	4.378009477	0.169877005	0.297681411
chr22:45850302-45850453	0.699706542	0.17033975	0.298396194
chr7:155006028-155006426	0.694584915	0.17057593	0.298675586
chr9:117077279-117077734	2.110953287	0.170609028	0.298675586
chr10:30117540-30117757	1.537162389	0.170720102	0.298773906
chr10:31989813-31990069	1.360036493	0.170875024	0.298948877
chr22:46474643-46475112	2.127861396	0.171192094	0.299407323
chr11:94882788-94883137	0.77093776	0.171251568	0.29941041
chr9:132220495-132220692	1.945084325	0.171303916	0.29941041
chr7:75947305-75947626	0.347094059	0.171468837	0.299576814
chr18:8704091-8704364	6.67253962	0.17150924	0.299576814
chr7:113233852-113234207	1.805565518	0.171590725	0.299622957
chr22:39683110-39683318	1.597020671	0.171683482	0.299688748
chr8:103939794-103939949	3.683665343	0.171811189	0.299815484
chr3:193689142-193689560	1.953686403	0.172053644	0.300142314
chr12:13213632-13213789	5.519627322	0.172141576	0.30019946
chr5:1565484-1565589	0.680093765	0.172312137	0.300311182
chr4:38735219-38735515	0.432605589	0.172316029	0.300311182
chr20:16562251-16562551	1.770651526	0.172470347	0.30048388
chr16:46406585-46406940	2.451373821	0.172571203	0.300497436
chr5:60626678-60627139	0.505153277	0.172588584	0.300497436
chr8:103918538-103918841	0.849113432	0.172816922	0.300706051
chr4:80520005-80520295	0.69241566	0.172872781	0.300706051
chr19:4084320-4084813	1.502508781	0.172874201	0.300706051
chr19:5578316-5578496	0.690334599	0.173010792	0.300785106
chr20:31069966-31070213	1.606391667	0.173030211	0.300785106
chr18:11431991-11432229	0.59561161	0.173211228	0.301003607
chr6:125205098-125205436	2.002615082	0.173474119	0.301364203
chr16:86964858-86965748	0.688515296	0.173658045	0.301587432
chr16:33952235-33952334	1.56073161	0.173997399	0.302080359
chr4:139814320-139814623	3.093707575	0.174205036	0.302340193
chr3:150086629-150086866	1.721546799	0.174258196	0.302340193
chr8:112770550-112770907	4.482377538	0.1746012	0.302838741
chr8:128888912-128889201	7.818408429	0.174927812	0.303308549
chr11:35069482-35069680	0.693668386	0.175145863	0.303562313
chr22:31692333-31692587	1.681604754	0.175185749	0.303562313
chr8:128134721-128135121	5.485143097	0.175642444	0.304256778
chrX:73338544-73338621	2.287849927	0.17573783	0.304325122
chr16:85415557-85415973	3.105043038	0.175831147	0.304342786
chr7:66015251-66015629	0.896983905	0.175859901	0.304342786
chr12:47263284-47263605	1.878245745	0.175992589	0.304475573
chr7:16886935-16887473	2.437286328	0.17620337	0.304743337
chr7:130741821-130742227	2.489080221	0.176435295	0.305047487
chr12:12609505-12609975	3.083557948	0.176608412	0.3052498
chr12:46786554-46786766	2.1009861	0.176912643	0.30567853
chr20:3411453-3411609	1.53523664	0.177113172	0.305927864
chr6:14865991-14866350	1.515709736	0.177304405	0.306160987
chr1:232735038-232735290	2.247061656	0.178036546	0.30732768
chr10:42383153-42384139	4.258669963	0.178109065	0.307355351
chr10:42389884-42390116	3.313385794	0.178280009	0.307552799
chr5:179038504-179038699	0.799606786	0.178393667	0.307651329
chr22:39679510-39679847	0.487475122	0.178551723	0.307745802
chr6:14891991-14892395	4.04283126	0.178561569	0.307745802
chr3:161139893-161140384	1.643804119	0.178985608	0.308378941
chr14:105557924-105558306	0.76465113	0.179251827	0.308656247
chr9:139514178-139514562	0.710286932	0.179260015	0.308656247
chr22:46464940-46465203	1.914943227	0.179476035	0.308930436
chr12:56731526-56731745	1.471513459	0.179620328	0.309016417
chr21:46737459-46737695	0.75990658	0.179639575	0.309016417
chr2:232531704-232531853	1.690846751	0.17989891	0.309364719
chr10:25117521-25117545	0.600097156	0.180103822	0.309619239
chr15:93363497-93364154	1.627595827	0.180182644	0.309656907
chr14:96012218-96012367	0.669935708	0.180318866	0.309793164
chr6:121398601-121398951	2.014772622	0.180505763	0.309919192
chr16:85499556-85499891	5.239479307	0.180506142	0.309919192
chr14:95240730-95240950	1.240047026	0.180737502	0.310218532
chr20:21172590-21172944	2.324683323	0.18092282	0.310438683
chr22:46443810-46444010	2.77021796	0.181179406	0.310780943
chr8:102092753-102093116	1.883601043	0.181569802	0.31135244
chr8:104360613-104360956	8.191201503	0.181785567	0.311624219
chr16:85604470-85605423	2.869879165	0.181859946	0.311653533
chr8:31040746-31040774	0.499967007	0.182043664	0.311821671
chr10:38015584-38015624	3.197481927	0.182165629	0.311821671
chr8:80696342-80696550	1.785164138	0.182183939	0.311821671
chr22:41416837-41417114	1.229803958	0.182187299	0.311821671
chr1:234812067-234812214	8.736093696	0.182414162	0.312035698
chr8:80701258-80701483	1.699096424	0.182427046	0.312035698
chr8:23376409-23376775	0.580326274	0.1826565	0.312240144
chr7:16095120-16095542	0.67912904	0.182674582	0.312240144
chr14:24988131-24988270	0.765838585	0.182718731	0.312240144
chr16:85424430-85424739	3.183020754	0.182794439	0.312271441
chr6:107195885-107196112	5.17312512	0.183122908	0.312734382
chr5:179517331-179517686	0.375630015	0.18331233	0.312959645
chr4:85494002-85494148	1.490833806	0.183380086	0.312974719
chr9:129483874-129484165	1.964983408	0.183436203	0.312974719
chr7:66040596-66040908	1.790994249	0.183710746	0.313344881
chr8:1750336-1750494	0.78986123	0.183806967	0.313410752
chr3:181418145-181418802	0.598227622	0.184043032	0.313714954
chr8:128811691-128811973	5.624143111	0.184232305	0.313939233
chr10:22519481-22519667	1.517967047	0.184474094	0.314252832
chr22:46444150-46444589	1.693631065	0.184560541	0.31425864
chr10:45434472-45434743	0.703442203	0.184593018	0.31425864
chr5:15425823-15425980	1.947481154	0.184725097	0.314385127
chr11:118747459-118747842	2.149613921	0.184897376	0.314579933
chr12:47053760-47053887	2.168622105	0.185554138	0.315598645
chr4:79559640-79560013	0.759191934	0.185809035	0.31585224
chr9:100788386-100788828	1.151510827	0.185819338	0.31585224
chr12:13267585-13267890	1.567902015	0.185942999	0.315963729
chrX:78400687-78400811	1.297448717	0.186261291	0.316405771
chrX:100874473-100874757	0.63146381	0.186455038	0.316561817
chr16:11894292-11894377	1.236865618	0.186469513	0.316561817
chr5:1144141-1144479	2.06617121	0.186877223	0.317139438
chr8:128319902-128320220	3.23338568	0.186926333	0.317139438
chr9:139606234-139606418	0.489696324	0.187028649	0.317214114
chr12:46824163-46824471	2.561186789	0.187113982	0.317259949
chr7:150063162-150063570	1.262244365	0.187332346	0.31733594
chr20:52482655-52483054	0.742848349	0.187368811	0.31733594
chr7:130601178-130601963	2.015532632	0.187370614	0.31733594
chr7:43854418-43854699	1.551866432	0.187392093	0.31733594
chr2:237933842-237934085	0.548883666	0.187816435	0.317955577
chr4:56419632-56419978	0.464392592	0.187996344	0.318134224
chr1:234668185-234668630	0.660787328	0.188038902	0.318134224
chr7:130713444-130713747	3.024411817	0.188421458	0.318644308
chr16:88266286-88266434	17.20236245	0.188493967	0.318644308
chrX:2626782-2627186	2.309616906	0.188516086	0.318644308
chr16:8978616-8978978	3.78101173	0.188871416	0.319145769
chr8:8830847-8830920	0.5466784	0.189118745	0.319464481
chr20:2188631-2188805	0.638937268	0.189395728	0.319833071
chr7:130593505-130595916	2.086791575	0.189786653	0.320393789
chr20:34658286-34658599	1.524913842	0.189925105	0.320512721
chr21:45267315-45267647	2.855684857	0.189974917	0.320512721
chr8:73139685-73140008	2.117154421	0.190044733	0.320524364
chr5:5423578-5423857	2.908469176	0.190099637	0.320524364
chr6:12324386-12324755	0.500229743	0.19030373	0.320679064
chr5:2740702-2741010	9.588716161	0.190309263	0.320679064
chr12:46887386-46887956	2.307325062	0.190828732	0.32145484
chr8:128993662-128993919	11.88774868	0.190989944	0.321493158
chr4:39641402-39641506	1.541622399	0.191001091	0.321493158
chr9:3578891-3579091	2.177507555	0.191028741	0.321493158
chr6:107306631-107306860	1.967115738	0.191091418	0.321499197
chr16:46400054-46400139	2.971097834	0.191276876	0.321637899
chr7:7984706-7984926	0.830021801	0.191301286	0.321637899
chr1:234857710-234858181	0.771287294	0.1913512	0.321637899
chr10:25975342-25975493	10.12938804	0.191459124	0.321719918
chr8:128070328-128070629	1.472004571	0.191603548	0.3218632
chr11:123293400-123293723	0.759784784	0.191667229	0.3218708
chr12:46797992-46798094	2.228235753	0.191808211	0.321986961
chr14:44072704-44073040	87.5965126	0.191854756	0.321986961
chr21:30555048-30555502	0.596780673	0.191960303	0.322064758
chr5:173390340-173390538	3.482960332	0.192040196	0.322099479
chr20:5037420-5037933	0.672536135	0.192145732	0.322177173
chr8:128988975-128989172	22.89431047	0.192580943	0.322807428
chr9:123696735-123696942	0.603049583	0.192737146	0.322939025
chrX:117858426-117858628	1.34934089	0.192796428	0.322939025
chr9:118367467-118367735	1.77373112	0.19283751	0.322939025
chr21:44936784-44937143	3.533929841	0.193006684	0.323122882
chr11:114288977-114289308	1.140272158	0.193338481	0.323578799
chr8:117481258-117481269	2.336050302	0.193510581	0.323760457
chr20:19837391-19837690	2.907981229	0.193566029	0.323760457
chr9:15513029-15513231	0.549336903	0.193766994	0.323947094
chr14:21749950-21750343	1.772946483	0.19379669	0.323947094
chr16:46671518-46671564	1.334390449	0.193891614	0.324006227
chr4:139747631-139747907	2.284809307	0.194396078	0.324742918
chr1:2245775-2246116	0.556690249	0.194491876	0.324742918
chr20:21153673-21153920	2.744531612	0.194511518	0.324742918
chr2:241860652-241861096	2.300894873	0.194984631	0.325432938
chr8:80216218-80216356	0.693694371	0.195121329	0.325561225
chr16:86775121-86775409	0.660045268	0.195303036	0.325647602
chr20:35723463-35723698	1.995046034	0.195339674	0.325647602
chr1:22271031-22271143	1.691653451	0.195352651	0.325647602
chr10:6340083-6340359	2.479588078	0.195888312	0.326440522
chr4:22317541-22317786	0.664608779	0.196071953	0.326646508
chr6:110858540-110858785	1.935692044	0.196165589	0.326650308
chr4:84172444-84172539	1.902146566	0.196194303	0.326650308
chr8:131456841-131457348	0.78715299	0.196687583	0.32725031
chr1:230943804-230944036	1.7794293	0.196697327	0.32725031
chr22:46495432-46495673	3.354394365	0.196735116	0.32725031
chr4:184423820-184424211	1.321025385	0.19699818	0.327587744
chr14:105949862-105949973	1.509532526	0.197193369	0.327812135
chr16:85601000-85601159	2.88425874	0.198279939	0.329517761
chr8:103910563-103910945	1.956906247	0.198792743	0.330269104
chr16:85398689-85398993	4.038819097	0.199520517	0.331377024
chr7:130589567-130590049	1.968172603	0.199791329	0.331725549
chr9:107769025-107769996	1.802377934	0.200074045	0.332093618
