node	attribute
"[pro34]pyy (human)"	"drug"
"monoamine oxidase inhibitor"	"drug"
"mk-4618"	"drug"
"gnf-pf-77"	"drug"
"levoleucovorin"	"drug"
"isoxazole-based bicyclic compound 14"	"drug"
"\"2,beta-dihydroxychalcone\	drug
bay 1436032	drug
anx005	drug
gdnf	drug
amg 119	drug
hyperthermic intraperitoneal chemotherapy	drug
aconitine	drug
u-99363e	drug
yydjclcsbycsco-uhfffaoysa-n	drug
\3,3,4,4,5,5-hexamethoxychalcone\""	"drug"
"thr-18"	"drug"
"novokinin"	"drug"
"indisulam"	"drug"
"\"us20160326143, 28\""	"drug"
"gnf-pf-4857"	"drug"
"p-[18f]mppf"	"drug"
"ng29"	"drug"
"bicyclic hexapeptide derivative 1"	"drug"
"[125i]cgp42112"	"drug"
"cere-110"	"drug"
"pmid25726713-compound-21"	"drug"
"gz402671"	"drug"
"rec 15/3079"	"drug"
"fospirate"	"drug"
"aryl pyrimidine derivative 2"	"drug"
"pmid27774824-compound-figure8example22"	"drug"
"sun13834"	"drug"
"\"cyclo(7-12) des-aa1,2,5-[glu7,d-trp8,iamp9,m-i-tyr11,hhlys12]srif\""	"drug"
"[125i]ccl3 (human)"	"drug"
"cgs 24012"	"drug"
"benzoic acid linked peptide analog 6"	"drug"
"evatanepag"	"drug"
"psmî‘3"	"drug"
"sar-3419"	"drug"
"rg-7167"	"drug"
"pmid28766366-compound-scheme27leucettinel41"	"drug"
"us8937193-compound-6b"	"drug"
"gamma-cyhalothrin"	"drug"
"nrm8499"	"drug"
"clorotepine"	"drug"
"vegfa"	"drug"
"as95"	"drug"
"mmv665929"	"drug"
"dasabuvir"	"drug"
"8-(3-chlorobenzyloxy)caffeine"	"drug"
"ds-7309"	"drug"
"ic9-car19 cells"	"drug"
"sdz-216525"	"drug"
"ogerin"	"drug"
"cdp-860"	"drug"
"isoginkgetin"	"drug"
"î‘î’-methyleneadp"	"drug"
"cmf-019"	"drug"
"î‘-conotoxin txia"	"drug"
"ngr-htnf"	"drug"
"ta-8995"	"drug"
"tcmdc-124620"	"drug"
"compound 1 [pmid: 11425539]"	"drug"
"mazapertine succinate"	"drug"
"pmid25991433-compound-h2"	"drug"
"ibandronic acid"	"drug"
"evinacumab"	"drug"
"fluorinated donepezil derivative 2"	"drug"
"hernandezine"	"drug"
"alpha-cypermethrin"	"drug"
"bavisant"	"drug"
"nn-8226"	"drug"
"pn10"	"drug"
"imidazo triazine derivative 4"	"drug"
"ml277"	"drug"
"mrs2905"	"drug"
"spi-205"	"drug"
"gw434756x"	"drug"
"ds-3032"	"drug"
"duo3"	"drug"
"pmid26161824-compound-68"	"drug"
"example 1 [wo2016094821a2]"	"drug"
"bay1082439"	"drug"
"compound (r)-26 [pmid: 22686657]"	"drug"
"folinic acid"	"drug"
"compound 35 [pmid: 24157366]"	"drug"
"oxabolone cipionate"	"drug"
"plitidepsin"	"drug"
"gsk1440115"	"drug"
"[125i]motilin (human)"	"drug"
"cefonicid sodium"	"drug"
"emd1214063"	"drug"
"cbdca"	"drug"
"pmid29338548-compound-45"	"drug"
"\"compound 2f [jiang et al., 2018]\""	"drug"
"edp-322"	"drug"
"phomopsin a"	"drug"
"efatutazone hydrochloride"	"drug"
"ypeg-somatropin"	"drug"
"ly2811376"	"drug"
"methidathion"	"drug"
"tki258"	"drug"
"cortisone"	"drug"
"interferon alpha 5"	"drug"
"vu0365137"	"drug"
"urocortin 2"	"drug"
"bvt173187"	"drug"
"indoline derivative 1"	"drug"
"pyrazole derivative 30"	"drug"
"pridinol"	"drug"
"pmid29338548-compound-28"	"drug"
"[14c]ascorbic acid"	"drug"
"\"tetra-hydro-imidazo[1,5-d][1,4]oxazepin-3-yl derivative 2\""	"drug"
"lb-30870"	"drug"
"dl-017"	"drug"
"chloroacetoxyquinoline"	"drug"
"boric acid"	"drug"
"obovatal"	"drug"
"bdbm50379214"	"drug"
"flavonoid derivative 7"	"drug"
"carmofur"	"drug"
"nav-2729"	"drug"
"deleobuvir"	"drug"
"dota-jr11"	"drug"
"[lapatinib]"	"drug"
"cort 125134"	"drug"
"l-764406"	"drug"
"carbamate derivative 17"	"drug"
"levobupivacaine hydrochloride"	"drug"
"iph4102"	"drug"
"fenitrothion"	"drug"
"mebeverine"	"drug"
"azd-0424"	"drug"
"quinazolinedione derivative 3"	"drug"
"[11c]xanomeline"	"drug"
"atu-027"	"drug"
"giv3727"	"drug"
"compound 23 [pmid: 21444206]"	"drug"
"\"1,2-diamino cyclopentane-based derivative 8\""	"drug"
"theonellasterol d"	"drug"
"pmid25980951-compound-19"	"drug"
"pyrimidine derivative 18"	"drug"
"group e 1682-2106 [pmid:16118363]"	"drug"
"prrp-(24-31) (human)"	"drug"
"cetuxmab"	"drug"
"\"l-797,591\""	"drug"
"pmid28394193-compound-42"	"drug"
"\"pyrrolo[1,2-c]pyrazole derivative 1\""	"drug"
"bay-1902607a"	"drug"
"ign101"	"drug"
"imidazopyridazine derivative 2"	"drug"
"solifenacin succinate"	"drug"
"ftidc"	"drug"
"pmid29649907-compound-23"	"drug"
"xmab 5871"	"drug"
"6-nitroquipazine"	"drug"
"altanserin"	"drug"
"\"[tbaa1,d-tyr(et)2,val4,lys6,arg-nh28,des-gly9]avp\""	"drug"
"tg11-77"	"drug"
"quinazolinone derivative 2"	"drug"
"benzimidazole derivative 12"	"drug"
"benzisoselenazolone difluorocytidine derivative 1"	"drug"
"1-hydroxy-4-ethoxybenzene"	"drug"
"igmesine"	"drug"
"î‘-dendrotoxin"	"drug"
"compound 5 [pmid: 17618114]"	"drug"
"opc-14117"	"drug"
"teijin-lead_cmp_5"	"drug"
"pactimibe"	"drug"
"j-2156"	"drug"
"atu027"	"drug"
"krc-00509"	"drug"
"citco"	"drug"
"rp-6530"	"drug"
"tcmdc-124051"	"drug"
"\"pyrazolo[1,5-a]pyrimidine derivative 14\""	"drug"
"potassium oxonate"	"drug"
"wduo3"	"drug"
"topoisomerase i inhibitors"	"drug"
"fmoc-l-leucine"	"drug"
"nte-2"	"drug"
"gentamycin"	"drug"
"diamyd"	"drug"
"compound 6 [pmid: 7629799]"	"drug"
"cdk2 inhibitor iii"	"drug"
"\"pyrrolo[2,3-d]pyrimidine derivative 1\""	"drug"
"pmid28074661-compound-us20120264760c80"	"drug"
"tipelukast"	"drug"
"recombinant pegylated acetylcholinesterase"	"drug"
"tricyclic indole compound 12"	"drug"
"ly2875358"	"drug"
"fgll"	"drug"
"isoquinoline sulfonyl derivative 1"	"drug"
"\"antiarrhythmics, class i and iii\""	"drug"
"difluoroagomelatine"	"drug"
"ly3009104"	"drug"
"krn-633"	"drug"
"[3h]candesartan"	"drug"
"aprindine hydrochloride"	"drug"
"cafusertib"	"drug"
"valbenazine tosylate"	"drug"
"retro-inverso peptide"	"drug"
"lvp"	"drug"
"\"us10034861, example 164\""	"drug"
"ziv-aflibercept"	"drug"
"isosorbide-5-mononitrate"	"drug"
"ncrw0005-f05"	"drug"
"trpc4 and trpc5 inhibitor"	"drug"
"shk toxin"	"drug"
"\"1,2-diamino cyclopentane-based derivative 13\""	"drug"
"sar3419"	"drug"
"mrs4478"	"drug"
"gsk-1827771"	"drug"
"\"imidazo[1,2-b]pyridazine acetamide derivative 4\""	"drug"
"pmid28394193-compound-figure3biii"	"drug"
"a-substituted phenylpropionic acid derivative 1"	"drug"
"five-membered heteroaromatic compound 2"	"drug"
"prolanta"	"drug"
"citronellyl acetate"	"drug"
"phytosterols"	"drug"
"ccl21b"	"drug"
"indeloxazine"	"drug"
"acebutolol hydrochloride"	"drug"
"isis-sglt2rx"	"drug"
"aselizumab"	"drug"
"high dose chemotherapy"	"drug"
"ar244555"	"drug"
"[125i]sch23982"	"drug"
"bay1193397"	"drug"
"î’-cyano-l-alanine"	"drug"
"hydroxyqunoline analog 5"	"drug"
"mk-8719"	"drug"
"regrelor disodium"	"drug"
"pmid29334795-compound-57"	"drug"
"compound a127 [wo2013110309]"	"drug"
"pmid26882240-compound-15"	"drug"
"thioguanosine triphosphate"	"drug"
"fenarimol"	"drug"
"mk-2201"	"drug"
"levomethadyl acetate hydrochloride"	"drug"
"irx4310"	"drug"
"ra101495"	"drug"
"rhtpo"	"drug"
"isoflavone derivative 4"	"drug"
"a(9-26)insl3"	"drug"
"amibegron hydrochloride"	"drug"
"gnf-pf-521"	"drug"
"mln-120b"	"drug"
"tricyclic indole compound 13"	"drug"
"2-ethoxycarbonyl-2-ethoxyoxaloyloxydihydrochrysin dimethyl ether"	"drug"
"pmid27376512-compound-table1example11"	"drug"
"basic fibroblast growth factor"	"drug"
"[3h]zolpidem"	"drug"
"xtoll"	"drug"
"medusa il-2"	"drug"
"(+)-ventiloquinone"	"drug"
"jnj-10397049"	"drug"
"polyoxidonium"	"drug"
"alo-1567"	"drug"
"\"l-365,209\""	"drug"
"phencyclidine hydrochloride"	"drug"
"drf 2519"	"drug"
"bgb-3112"	"drug"
"compound 5 [pmid: 21838328]"	"drug"
"a-119637"	"drug"
"pyridopyrimidine derivative 1"	"drug"
"1607004-34-1"	"drug"
"nimustine"	"drug"
"av-965"	"drug"
"jnk inhibitor v"	"drug"
"pbt-3"	"drug"
"rel-bendigole d"	"drug"
"\"us8524917, 11\""	"drug"
"1-oleoyl glycerol"	"drug"
"gzd824"	"drug"
"lre1"	"drug"
"asp-7147"	"drug"
"heteroaryl-azepine derivative 13"	"drug"
"mcl0129"	"drug"
"compound 3a [pmid: 12238936]"	"drug"
"gsk961081"	"drug"
"heterocyclic-substituted 3-alkyl azetidine derivative 1"	"drug"
"timolol maleate"	"drug"
"pgl2001"	"drug"
"platinum agent"	"drug"
"tregalizumab"	"drug"
"mecasermin rinfibate"	"drug"
"pmid25399762-compound-table1-c22"	"drug"
"levobetaxolol hydrochloride"	"drug"
"rg7893"	"drug"
"ck-2017357"	"drug"
"agt-182"	"drug"
"compound 5e [pmid: 28580438]"	"drug"
"tricyclic indole compound 10"	"drug"
"[3h]irbesartan"	"drug"
"rifamycin sodium"	"drug"
"ml-18"	"drug"
"ast-008"	"drug"
"sj000079774"	"drug"
"rbm2-1b"	"drug"
"tetra-hydro-pyrazolopyrazine derivative 3"	"drug"
"pbf-999"	"drug"
"bispecific antibodies"	"drug"
"bcma car-t"	"drug"
"\"pyrazolo[1,5-a]pyrimidine derivative 27\""	"drug"
"pf-04418948"	"drug"
"azetidine derivative 4"	"drug"
"pmid29324067-compound-38"	"drug"
"gw0072"	"drug"
"flagellin"	"drug"
"interleukin 2"	"drug"
"bethanidine sulfate"	"drug"
"ndt9513727"	"drug"
"nbi-56418"	"drug"
"cyc-800"	"drug"
"insulin zinc susp prompt purified pork"	"drug"
"neihulizumab"	"drug"
"pmid27774822-compound-figure7example63"	"drug"
"hev-239"	"drug"
"k252a"	"drug"
"pmid28870136-compound-62"	"drug"
"dihydroxyaluminium"	"drug"
"xmab-20717"	"drug"
"compound 16m [pmid: 19931453]"	"drug"
"selatinib"	"drug"
"banyu (i)"	"drug"
"tt-173"	"drug"
"echinomycin"	"drug"
"diethyl-2-pentadecylmalonate"	"drug"
"jak inhibitor 17b"	"drug"
"englitazone sodium"	"drug"
"compound 1 [pmid: 16650987]"	"drug"
"xr-5944"	"drug"
"example 1.11 [wo2014139978]"	"drug"
"ontuxizumab"	"drug"
"pinoresinol"	"drug"
"isoxazole-based bicyclic compound 13"	"drug"
"cryptochinone b"	"drug"
"medi1341"	"drug"
"\"us10030004, compound 33\""	"drug"
"cxcl1"	"drug"
"î‘-conotoxin pnia"	"drug"
"gw581744x"	"drug"
"fp0429"	"drug"
"pmid28454500-compound-58"	"drug"
"mebutamate"	"drug"
"gnf-pf-1260"	"drug"
"tcmdc-125103"	"drug"
"perseitol"	"drug"
"ethamsylate"	"drug"
"mbg453"	"drug"
"\"dihydrothieno [2,3-e]indazole derivative 2\""	"drug"
"cintirorgon"	"drug"
"kx-02"	"drug"
"compound 57 [pmid: 26155854]"	"drug"
"4-phenylimidazole"	"drug"
"adl-5859"	"drug"
"pmid25666693-compound-94"	"drug"
"pmid25399762-compound-table 7-veratraldehyde"	"drug"
"[125i]prrp31"	"drug"
"dp-vpa"	"drug"
"calothrixin b"	"drug"
"oregovamab"	"drug"
"sj000291864"	"drug"
"gnf-pf-2906"	"drug"
"compound 5 [pmid: 22533316]"	"drug"
"mistletoe lectin"	"drug"
"n-alkylamide derivative 1"	"drug"
"mmv274073"	"drug"
"nf157"	"drug"
"yescarta"	"drug"
"pentazocine lactate"	"drug"
"tc-2559"	"drug"
"(des 1-8) a-chain insl3 analogue"	"drug"
"nsc-50650"	"drug"
"ro116-4875/608"	"drug"
"gs-9876"	"drug"
"gsk1210151a"	"drug"
"ethylenediamine"	"drug"
"pyrazole derivative 31"	"drug"
"mb-101"	"drug"
"compound 3b [pmid: 24946214]"	"drug"
"corticotropin zinc hydroxide"	"drug"
"pmid27774822-compound-figure1example20"	"drug"
"am-152"	"drug"
"d-23487"	"drug"
"anti-cd30 car t cells"	"drug"
"\"[3h]gr 125,743\""	"drug"
"\"us9522888, 695\""	"drug"
"thiazole carboxamide derivative 23"	"drug"
"\"3-bicyclo[2.2.1]hept-2-yl-benzene-1,2-diol\""	"drug"
"intravenous minocycline"	"drug"
"1-phenethylpiperidine"	"drug"
"cart-19 cells"	"drug"
"xp-21279"	"drug"
"benzene sulfonamide derivative 1"	"drug"
"insulin susp isophane beef/pork"	"drug"
"he3235"	"drug"
"azd-8848"	"drug"
"five-membered heteroaromatic compound 3"	"drug"
"t21/dp107"	"drug"
"granexin gel"	"drug"
"pmid27744724-compound-28"	"drug"
"pmid26924192-compound-20"	"drug"
"flurpiridaz f 18"	"drug"
"immunomodulating agent"	"drug"
"i-brd9"	"drug"
"bas 8770945"	"drug"
"phenylpyridine derivative 2"	"drug"
"pmid29649907-compound-39"	"drug"
"rg7935"	"drug"
"tcmdc-125150"	"drug"
"spinorphin"	"drug"
"myriocin"	"drug"
"mrs1066"	"drug"
"amlodipine / atorvastatin / perindopril arginine"	"drug"
"gnf-pf-1339"	"drug"
"lc-1"	"drug"
"blz-100"	"drug"
"benzquinamide hydrochloride"	"drug"
"it-101"	"drug"
"sx-517"	"drug"
"castanin"	"drug"
"hm-61713"	"drug"
"zen-3694"	"drug"
"î‘-conotoxin mi"	"drug"
"n-substituted pyrazole derivative 1"	"drug"
"\"beta-phenyl-alpha,beta-unsaturated carbonyl derivative 4\""	"drug"
"methylglyoxal"	"drug"
"nsc-34937"	"drug"
"sutimlimab"	"drug"
"pmid25666693-compound-28"	"drug"
"phenylsulfonyl derivative 1"	"drug"
"5-nitroacenaphthene"	"drug"
"xen907"	"drug"
"gsk690"	"drug"
"pmid25980951-compound-5"	"drug"
"[3h]devazepide"	"drug"
"biib 015"	"drug"
"pmid27967267-compound-7"	"drug"
"anabolic steroid"	"drug"
"tlouidine sulfonamide derivative 1"	"drug"
"[entrectinib]"	"drug"
"col-3"	"drug"
"osm-s-31"	"drug"
"sergliflozin"	"drug"
"\"imidazo[1,2-a]pyridine derivative 1\""	"drug"
"cc-90010"	"drug"
"lipidyl pseudopterane d"	"drug"
"tetra-iodophenolphthalein"	"drug"
"gr 128107"	"drug"
"maurotoxin"	"drug"
"sj000217742"	"drug"
"d-lactic acid"	"drug"
"h4 antagonist 48"	"drug"
"ro-318220"	"drug"
"a-967079"	"drug"
"vanadate"	"drug"
"pmid25991433-compound-a5"	"drug"
"\"cholestan-3beta,5alpha,6beta-triol\""	"drug"
"anti-vegfr2 cd8 cell therapy"	"drug"
"4-pyridone derivative 2"	"drug"
"ssr-180575"	"drug"
"pyrimidinyl compound 4"	"drug"
"lgd-6972"	"drug"
"2-amino-uridine-5-monophosphate	drug
antistasin	drug
emd 1214063	drug
gdc-0425	drug
jcarh125	drug
\us8598210, table xv, 4\"	drug
gw572401x	drug
example 11 [wo2014151871a9]	drug
yessotoxin	drug
fused aryl carbocycle derivative 9	drug
mahanimbine	drug
d4t	drug
compound 1a [pmid: 2153213]	drug
epcam-targeted car-t cells	drug
adr-851	drug
isoquinoline derivative 2	drug
bromosulfophthalein	drug
pmid30185082-compound-53	drug
[3h]iloprost	drug
hydrazine	drug
phenethyl phenylcarbamate	drug
irl 1620	drug
sj000290236	drug
phtpp	drug
pmid26413912-compound-84	drug
pmid26004420-compound-us20140142115b	drug
berkeleyamide b	drug
compound 1 [pmid: 21273063]	drug
nihp	drug
nobiletin	drug
4-methylthioamphetamine	drug
pmid25666693-compound-158	drug
pf-3893787	drug
gr231118	drug
ml354	drug
compound 25 [pmid: 20855207]	drug
pmid27109571-compound-15	drug
glyx-13	drug
cenerimod	drug
orvepitant	drug
pmid27998201-compound-15	drug
fomocaine	drug
\compound 25 [zhang et al., 2020]\"	drug
axelopran	drug
methabenzthiazuron	drug
terpyridineplatinum(ii) complexe 4	drug
[125i]abopx	drug
diphenidol hydrochloride	drug
eloctate	drug
imetelstat sodium	drug
compound 41 [pmid: 25000588]	drug
[125i](pyr1)apelin-13	drug
triazolo-pyridine derivative 2	drug
cd19 car gene transduced t lymphocytes	drug
2-hydroxylauric acid	drug
pregnenolone sulfate sodium	drug
pmid25666693-compound-95	drug
sbi-087	drug
spirapril hydrochloride	drug
4-(2-cyclohexylethoxy) aniline derivative 4	drug
\us9340511, 6\"	drug
isoflavone derivative 8	drug
atf936	drug
sontuzumab	drug
sj000290256	drug
jmv2004	drug
mavoglurant	drug
2-(2-nitrobenzylsulfanyl)benzoxazole	drug
az10417808	drug
velsecorat	drug
antiinflammatory drugs	drug
aminopyrimidine derivative 7	drug
aminocyclopentenone compound 3	drug
pmid27977313-compound-29	drug
pmid10498202c1	drug
isis 353512	drug
rh-alphaglucosidase	drug
6-phenylquinazolin-4-amine	drug
anti-cd19 car t cells	drug
remogliflozin	drug
pmid27376512-compound-table1example8	drug
gue1654	drug
tezacaftor and ivacaftor	drug
ache reactivator 2	drug
pmid26609882-compound-35	drug
hsp90	drug
oms824	drug
zalospirone	drug
mavacamten	drug
valspodar	drug
pelitrexol	drug
spd-556	drug
oleoylethanolamide	drug
car-t cells targeting cd138	drug
ags-22m6e	drug
compound 8 [pmid: 19191557]	drug
prrp-31	drug
apa	drug
m7583	drug
aloin	drug
s-adenosylmethionine	drug
unc0006	drug
pmid28092474-compound-32	drug
compound 22 [pmid: 17276684]	drug
tricyclic 5-quinolone derivative 1	drug
apadoline	drug
isofagomine	drug
pmid28627961-compound-31	drug
insulin purified beef	drug
tcmdc-123535	drug
ly-2624587	drug
tihourea derivative 1	drug
omacetaxine	drug
ad01	drug
n-(benzimidazole/indole) benzoic acid derivative 1	drug
pmid25991433-compound-e1	drug
pmid25553724-compound-us20138552206 4	drug
\inhibitor 1 [colombo et al., 2012]\"	drug
gnf-pf-2503	drug
bms-908662	drug
aesculioside iik	drug
13-epi-scloreol	drug
\5,7,2'-trihydroxyflavone\"	drug
vs-6063	drug
tcmdc-125435	drug
pmid28460551-compound-3	drug
apiol	drug
oxazole derivative 1	drug
pmid27774822-compound-figure6example2	drug
pmid25553724-compound-us20130237529 35	drug
a-425619	drug
mk-4166	drug
skf-110679	drug
pmid27019002-compound-28a	drug
foscarnet	drug
\dihydrothieno [2,3-e]indazole derivative 1\"	drug
vu0090157	drug
fpa-008	drug
ap12009	drug
gnf-pf-2442	drug
pd 154740	drug
pyrrolo-pyridine derivative 2	drug
pptn	drug
\us8546370, 102\"	drug
sb258585	drug
2-phenylethylyl-adenosine derivative	drug
4-acryloylphenol	drug
vuf14738	drug
\[ile5,trp23]pthrp-(5-36) (human)\"	drug
\imidazo[1,2-b]pyridazine derivative 6\"	drug
\1,2-diphenyldisulfane\"	drug
navelbine	drug
aryl cyclopropylamine derivative 4	drug
gsk2033	drug
sj000193360	drug
im21 cart	drug
indol-3-carbinol	drug
am-001	drug
tipranavir	drug
sialyl lewis x	drug
estramustine phosphate	drug
ly2828360	drug
am-803	drug
pmid25435285-compound-53	drug
pmid25666693-compound-133	drug
sb-706375	drug
[3h]d(ch2)5[tyr(me)2]avp	drug
wt-4869	drug
avastin	drug
[3h][d-ala2]deltorphin i	drug
\n',2-diphenylquinoline-4-carbohydrazide 8m\"	drug
methyltyrosine	drug
tcmdc-124355	drug
ethyketazocine	drug
sj000299520	drug
bms-394136	drug
selenium compound 1	drug
pi3k-alpha inhibitor men1611	drug
[3h]pyrilamine	drug
azd1656	drug
cnto-1959	drug
pmid27019002-compound-45	drug
\1-hydroxyl-3,5-bis(4-hydroxylstyryl)benzene derivative 3\"	drug
fused ring compound 1	drug
tcmdc-124755	drug
compound 23c [pmid: 17929793]	drug
large neuromedin n	drug
pmid29473428-compound-59	drug
c-type natriuretic peptide	drug
zatosetron maleate	drug
\1,2,4-triazole derivative 2\"	drug
pmid25991433-compound-a9	drug
fh535	drug
cd19 car t cells	drug
pirenzepine hydrochloride	drug
pmid28350212-compound-24	drug
nsc-748118	drug
bombesin antagonist	drug
gw682841x	drug
shp616	drug
dolutegravir / abacavir / lamivudine	drug
pmid23981898c11d	drug
n-nonyldeoxynojirimycin	drug
aesculioside iiib	drug
p-mppi	drug
compound 5g [pmid: 21571530]	drug
alpha-2c adrenergic receptor antagonist	drug
sad448	drug
cfmti	drug
cyclohexyl carbamate derivative 3	drug
naag	drug
phenylpyridine derivative 1	drug
polycyclic compound 1	drug
folfiri	drug
pyrvinium	drug
ebastine	drug
\compound 2 [maurer et al., 2012]\"	drug
imgn-388	drug
lipoteichoic acid	drug
u50488	drug
pyrrolnitrin	drug
\us9266828, c\"	drug
cyclopentyladenosine	drug
icar19 car-t cells	drug
gsk417651a	drug
\l-368,899\"	drug
map855	drug
(r)-methadone	drug
cyanopindolol	drug
bifenox	drug
ketotifen fumarate	drug
azd-8186	drug
dndi1417083	drug
human neutral insulin	drug
flavonoid derivative 3	drug
gc-1113	drug
acrylamide compound 1	drug
minimised insl5 analogue 7	drug
gnf-pf-1233	drug
crx-555	drug
gnf-pf-4522	drug
isoquinoline-3-carboxylic acid	drug
\d,l-armepavine\"	drug
xk469	drug
dsp-1053	drug
example 8 [wo1999033801a1]	drug
gw679410x	drug
indoline derivative 13	drug
ly309887	drug
methoxy-mpep	drug
pmid25435285-compound-46	drug
pmid28394193-compound-35	drug
[d-tyr-14c]tak-448	drug
piperidinyl triazole derivative 4	drug
fentanyl citrate	drug
oxazine 89	drug
ag-858	drug
ds-3078	drug
amg520	drug
pd164333	drug
bms-833923	drug
fluoxetine / olanzapine	drug
muc1-targeted peptide go-203-2c	drug
abbv-2737	drug
pmid29649907-compound-32	drug
dexamethasone palmitate	drug
fluvestrant	drug
protocatechualdehyde	drug
ro116-9132/238	drug
gmi-1271	drug
s3i-201	drug
al3818	drug
enadoline	drug
afq056	drug
piperazine derivative 4	drug
pfi-4	drug
cfmmc	drug
monomethyl fumarate	drug
rk-023	drug
cep-37251	drug
compound 32 [pmid: 31638797]	drug
pmed-1	drug
7-bia	drug
difluorodeoxyuridine	drug
cd19-car-t2 cells	drug
pmid29671355-compound-57	drug
pmid25399762-compound-table 5-8	drug
acdpp	drug
diazepinone derivative 4	drug
t134	drug
ttp-448	drug
promegestone	drug
arq 092	drug
radiolabelled-hua33	drug
tetanus antitoxin	drug
imidazopyridine acetamide analog 5	drug
neuvax	drug
pmid28766366-compound-scheme7wo2012/098070bottom	drug
ifo	drug
ags-16c3f	drug
org-43902	drug
ischemin	drug
zd-4190	drug
\us9156852, 83\"	drug
thioguanosine monophosphate	drug
pancuronium bromide	drug
oxindole derivative 2	drug
\n',n'-dimethylarginine hcl\"	drug
pmid26004420-compound-wo2013039802c	drug
azd7009	drug
elapegademase	drug
tg4-155	drug
pamufetinibt	drug
galp(1-32) (human)	drug
\pyrrolo[2,3-d]pyrimidine derivative 30\"	drug
coumaphos	drug
t-dm1	drug
cart-10 cells	drug
mn-201	drug
antibodie derivative 4	drug
desulfated gastrin-17	drug
cyclopropylamine derivative 12	drug
desacetylbufotalin	drug
mjn228	drug
sulfonylated piperazine derivative 5	drug
ag1478	drug
carbamate derivative 3	drug
pbcar0191	drug
aclarubicin hydrochloride	drug
goserelin acetate	drug
thiazole carboxamide derivative 21	drug
oxime derivative 1	drug
pmid29338548-compound-19	drug
tri-substituted benzene derivative 1	drug
sbi-755199	drug
dota-bass	drug
az10606120	drug
d-ccpene	drug
a-850002	drug
aesculioside iiif	drug
kurarinone	drug
fudosteine	drug
manassantin b	drug
tcmdc-124245	drug
\[bpa1,ile13]motilin (human)\"	drug
ag14361	drug
tetra-hydro-triazolopyrimidine derivative 2	drug
tricyclic compound 3	drug
cid2745687	drug
nb-1011	drug
a-395	drug
bitertanol	drug
[14c]glycine	drug
biib074	drug
diazepinone derivative 2	drug
promacta	drug
pmid25656651-compound-33a	drug
pcar-019 (anti-cd19 car-t cells)	drug
(-)-usnic acid	drug
getiacaulein	drug
ccl28	drug
bay27-9955	drug
nsc-747264	drug
suprofen methyl ester	drug
\1,3-dibenzylthiourea\"	drug
brain natriuretic peptide	drug
icrf-193	drug
ga-ke88	drug
pmid28270010-compound-figure24-a	drug
e7389	drug
nsc-600067	drug
crac channel inhibitor 5b [pmid: 26256403]	drug
5-nitroquinoline	drug
gardenin b	drug
4-(4-ethoxyphenoxy)phenol	drug
tamapin	drug
tyr3-octreotide	drug
kai-1678	drug
\(20s,21r)-fluorocamptothecin\"	drug
perillyl alcohol	drug
n-alkyl-4-oxazolecar boxamide derivative 1	drug
xr-9577	drug
vatelizumab	drug
sch486757	drug
adjustable basal insulin	drug
ceq-508	drug
lutein	drug
arq 531	drug
pmid28454500-compound-57	drug
pyrrolo-pyrrolone derivative 4	drug
cd22 car-t	drug
rtgf-beta	drug
compound 5b [pmid: 16686537]	drug
bismuth	drug
pmid26815044-compound-122	drug
pmid27376512-compound-figure3cg	drug
tat-nr2b9c	drug
vinyl sulfone derivative 1	drug
bdbm50158791	drug
mepazine acetate	drug
carbamate derivative 13	drug
7-azaindole derivative 8	drug
